created_at,company,url,text,retweets,likes
2017-11-28 21:03:09,Merck,https://twitter.com/Merck/status/935615067596509184,CEO Ken Frazier discusses #taxreform in @WSJopinion. Learn more: https://t.co/o0alMYFHvv https://t.co/CRxqrdVjng,7,22
2017-11-28 19:38:21,Merck,https://twitter.com/Merck/status/935593726726017025,Click here for our latest news: https://t.co/qSbDCxRokW $MRK,0,3
2017-11-28 17:09:59,Merck,https://twitter.com/Merck/status/935556388436054016,"Supporting your favorite cause this #GivingTuesday? Us, too. We came together with one common goal: feed hungry chi… https://t.co/jhwJPyB7UB",21,53
2017-11-28 14:45:57,Merck,https://twitter.com/Merck/status/935520143307833345,"Philanthropy is an important component of our commitment to corporate responsibility, and is a visible demonstratio… https://t.co/AQ6D86fTXD",3,14
2017-11-28 13:44:07,Merck,https://twitter.com/Merck/status/935504581416460288,Thanks @LoveMondoTrasho for encouraging others living with #HIV to fashion a wellness program that works for them!… https://t.co/vlOPdlPJwh,3,12
2017-11-27 16:07:50,Merck,https://twitter.com/Merck/status/935178359927136258,"Every time we present #lungcancer research, we strive to provide new hope for patients. #LCAM https://t.co/AWkt9wOS6k",11,25
2017-11-27 10:00:09,Merck,https://twitter.com/Merck/status/935085829298511873,Merck has recently established research teams in South San Francisco and Cambridge MA. Today we announced plans for… https://t.co/Z9UWs0aNLs,33,71
2017-11-23 15:00:18,Merck,https://twitter.com/Merck/status/933711812104806400,Making memories matter. Happy #Thanksgiving from our family to yours. https://t.co/34Z0liwvDF,23,59
2017-11-22 20:00:05,Merck,https://twitter.com/Merck/status/933424869265383424,We're proud to #Walk2EndAlz in support of the @alzassociation! #ENDALZ https://t.co/0MB5WhMwMb,8,48
2017-11-22 13:46:26,Merck,https://twitter.com/Merck/status/933330835037736962,"“We all build families in different ways.” For this, Dax is thankful. 

See how the Hughes’ grew their family from… https://t.co/QJo05UfwJi",29,121
2017-11-21 16:37:11,Merck,https://twitter.com/Merck/status/933011418722590720,Proud of our own Frank Clyburn for being recognized by @EBONYMag as an #EBONYPower100 Honoree and Power Player:… https://t.co/DMte21YbpM,23,90
2017-11-20 14:49:51,Merck,https://twitter.com/Merck/status/932622019056881664,#DearCancerHeroes thank you for your extraordinary courage to help advance research in the fight against… https://t.co/3ApsZNN3CA,12,48
2017-11-20 13:00:07,Merck,https://twitter.com/Merck/status/932594402710626304,Thanks @LoveMondoTrasho for keeping the #HIV conversation going. Check out this video where he shares his story:… https://t.co/6LC4Mzgj4k,5,18
2017-11-19 21:21:16,Merck,https://twitter.com/Merck/status/932358137184702469,A strong finish and a win for #cancer research! Congrats to Taylor for crossing the @AACR #PhillyMarathon finish li… https://t.co/WdkJHFCeut,13,59
2017-11-19 13:25:16,Merck,https://twitter.com/Merck/status/932238345819840512,RT @AACRFoundation: And they’re off! Best of luck to the #PhillyMarathon runners! We thank you for supporting lifesaving cancer research! #…,22,0
